title,datetime,link,media,sentiment
"Snowflake partners with Nvidia, expands Microsoft partnership",2023-06-26 00:00:00,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9zYW5qb3NlL25ld3MvMjAyMy8wNi8yNy9zbm93Zmxha2UtbnZpZGlhLW1pY3Jvc29mdC1haS5odG1s0gFaaHR0cHM6Ly93d3cuYml6am91cm5hbHMuY29tL3Nhbmpvc2UvbmV3cy8yMDIzLzA2LzI3L3Nub3dmbGFrZS1udmlkaWEtbWljcm9zb2Z0LWFpLmFtcC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,The Business Journals, positive
Microsoft CEO says exclusive Activision games make 'no strategic sense',2023-06-27 00:00:00,https://news.google.com/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZGVhbHMvbWljcm9zb2Z0LWFjdGl2aXNpb24tY2Vvcy1leHBlY3RlZC11cmdlLXVzLWp1ZGdlLWFsbG93LTY5LWJpbGxpb24tbWVyZ2VyLTIwMjMtMDYtMjgv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, neutral
Five Microsoft AI Advances That Business Leaders Should Know About,2023-06-27 00:00:00,https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvbWFyaWJlbGxvcGV6LzIwMjMvMDYvMjgvZml2ZS1taWNyb3NvZnQtYWktYWR2YW5jZXMtdGhhdC1idXNpbmVzcy1sZWFkZXJzLXNob3VsZC1rbm93LWFib3V0L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
FTC vs Microsoft: Xbox Exclusive Games Add to Activision Deal Scrutiny,2023-06-27 00:00:00,https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTI4L21pY3Jvc29mdC1zLWxpbmV1cC1vZi1leGNsdXNpdmUtZ2FtZXMtZHJhd3MtZmlyZS1mcm9tLWRlYWwtZm9lc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, negative
Microsoft and Activision Chiefs Testify Merger Will Benefit Consumers,2023-06-27 00:00:00,https://news.google.com/articles/CBMiUWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDYvMjgvYnVzaW5lc3MvbWljcm9zb2Z0LWFjdGl2aXNpb24tY2VvLXRlc3RpZnkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, positive
Microsoft Stock vs. Alphabet Stock: Which Is a Better Buy?,2023-06-27 00:00:00,https://news.google.com/articles/CBMiUmh0dHBzOi8vd3d3Lm1vcm5pbmdzdGFyLmNvbS9zdG9ja3MvbWljcm9zb2Z0LXZzLWFscGhhYmV0LXdoaWNoLXN0b2NrLWlzLWJldHRlci1idXnSAQA?hl=en-US&gl=US&ceid=US%3Aen,Morningstar, neutral
Ex-HR VP: Leave your company ASAP if you're put on PIP,2023-06-27 00:00:00,https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vd2hhdC10by1kby1pZi1wbGFjZWQtb24tcGlwLW1pY3Jvc29mdC12cC1sZWF2ZS1hc2FwLTIwMjMtN9IBXmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vd2hhdC10by1kby1pZi1wbGFjZWQtb24tcGlwLW1pY3Jvc29mdC12cC1sZWF2ZS1hc2FwLTIwMjMtNz9hbXA?hl=en-US&gl=US&ceid=US%3Aen,Business Insider, neutral
'Call Of Duty' Studio Opening Spain Office As Activision And Microsoft Make Case For Merger,2023-06-27 00:00:00,https://news.google.com/articles/CBMijwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL21hcnlyb2Vsb2Zmcy8yMDIzLzA2LzI4L2NhbGwtb2YtZHV0eS1zdHVkaW8tb3BlbmluZy1zcGFpbi1vZmZpY2UtYXMtYWN0aXZpc2lvbi1hbmQtbWljcm9zb2Z0LW1ha2UtY2FzZS1mb3ItbWVyZ2VyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
"Microsoft Eyed Buying Square Enix, Sega and Bungie, Documents Show",2023-06-27 00:00:00,https://news.google.com/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTI4L21pY3Jvc29mdC1leWVkLWJ1eWluZy1zcXVhcmUtZW5peC1zZWdhLWFuZC1idW5naWUtZG9jcy1zaG930gEA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
How Microsoft Excel Tries to Rebrand Work as Excitement,2023-06-27 00:00:00,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9taWNyb3NvZnQtZXhjZWwtcHJvZHVjdGl2aXR5LWxhYm9yLXNvZnR3YXJlLXJldmlldy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,WIRED, neutral
Microsoft CEO Says Call of Duty to '100%' Stay on PlayStation,2023-06-27 00:00:00,https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTI4L2FjdGl2aXNpb24td2lsbC1iZS1qaWx0ZWQtaWYtbWljcm9zb2Z0LWRlYWwtYmxvY2tlZC1rb3RpY2stc2F5c9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
"If $68.7 Billion Activision Blizzard Deal Dies, Microsoft's Stock Is Likely To Rise",2023-06-27 00:00:00,https://news.google.com/articles/CBMigwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3BldGVyY29oYW4vMjAyMy8wNi8yOC9pZi02ODctYmlsbGlvbi1hY3RpdmlzaW9uLWJsaXp6YXJkLWRlYWwtZGllcy1taWNyb3NvZnRzLXN0b2NrLWlzLWxpa2VseS10by1yaXNlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, positive
Microsoft Stock Will Double by 2030 If This Satya Nadella Prediction Comes True,2023-06-27 00:00:00,https://news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA2LzI4L21pY3Jvc29mdC1zdG9jay1kb3VibGUtMjAzMC1zYXR5YS1uYWRlbGxhLXByZWRpY3Qv0gEA?hl=en-US&gl=US&ceid=US%3Aen,The Motley Fool, positive
Sega COO Quashes Talk of Microsoft Deal in Favor of Independence,2023-06-28 00:00:00,https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTI5L3NlZ2EtY29vLXF1YXNoZXMtdGFsay1vZi1taWNyb3NvZnQtZGVhbC1pbi1mYXZvci1vZi1pbmRlcGVuZGVuY2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
"Inflection AI Announces $1.3 Billion of Funding Led by Current Investors, Microsoft, and NVIDIA",2023-06-28 00:00:00,https://news.google.com/articles/CBMilQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIzMDYyOTgxMDMxMy9lbi9JbmZsZWN0aW9uLUFJLUFubm91bmNlcy0xLjMtQmlsbGlvbi1vZi1GdW5kaW5nLUxlZC1ieS1DdXJyZW50LUludmVzdG9ycy1NaWNyb3NvZnQtYW5kLU5WSURJQdIBAA?hl=en-US&gl=US&ceid=US%3Aen,Business Wire, positive
Judge grills FTC about data in hearing on Microsoft deal to buy Activision,2023-06-28 00:00:00,https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL2NydW5jaC10aW1lLWZ0Yy1maWdodC1hZ2FpbnN0LW1pY3Jvc29mdC1kZWFsLWJ1eS1hY3RpdmlzaW9uLTIwMjMtMDYtMjkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, neutral
"Moody's Will Use Microsoft, OpenAI for Research Tool to Assess Risk",2023-06-28 00:00:00,https://news.google.com/articles/CBMidWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTI5L21vb2R5LXMtd2lsbC11c2UtbWljcm9zb2Z0LW9wZW5haS1mb3ItcmVzZWFyY2gtdG9vbC10by1hc3Nlc3Mtcmlza9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
Microsoft-backed AI startup Inflection raises $1.3 billion from Nvidia and others,2023-06-28 00:00:00,https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvaW5mbGVjdGlvbi1haS1yYWlzZXMtMTMtYmxuLWZ1bmRpbmctbWljcm9zb2Z0LW90aGVycy0yMDIzLTA2LTI5L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, positive
Microsoft is bringing passkey support to Windows 11 so users can log into websites without password,2023-06-28 00:00:00,https://news.google.com/articles/CBMinQFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9saWZlL3RlY2hub2xvZ3ktbWljcm9zb2Z0LWlzLWJyaW5naW5nLXBhc3NrZXktc3VwcG9ydC10by13aW5kb3dzLTExLXNvLXVzZXJzLWNhbi1sb2ctaW50by13ZWJzaXRlcy13aXRob3V0LXBhc3N3b3JkLTMxNDc1ODIv0gGiAWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL2xpZmUvdGVjaG5vbG9neS1taWNyb3NvZnQtaXMtYnJpbmdpbmctcGFzc2tleS1zdXBwb3J0LXRvLXdpbmRvd3MtMTEtc28tdXNlcnMtY2FuLWxvZy1pbnRvLXdlYnNpdGVzLXdpdGhvdXQtcGFzc3dvcmQtMzE0NzU4Mi9saXRlLw?hl=en-US&gl=US&ceid=US%3Aen,The Financial Express, neutral
Microsoft (MSFT) & Moody's Tie up to Provide AI-Based Solutions,2023-06-29 00:00:00,https://news.google.com/articles/CBMiSmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9taWNyb3NvZnQtbXNmdC1tb29keXMtdGllLWFpLTE1MzIwMDcxNS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance, positive
Microsoft Judge Grills US Regulator on User Harm From Activision Merger,2023-06-29 00:00:00,https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTMwL21pY3Jvc29mdC1qdWRnZS1ncmlsbHMtcmVndWxhdG9yLW9uLXVzZXItaGFybS1mcm9tLWdhbWluZy1tZXJnZXLSAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
Historic Buying Opportunity: Why Microsoft Is a No-Brainer Stock,2023-06-29 00:00:00,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA2LzMwL2J1eWluZy1vcHBvcnR1bml0eS13aHktbWljcm9zb2Z0LWlzLWEtbm8tYnJhaW5lci_SAQA?hl=en-US&gl=US&ceid=US%3Aen,The Motley Fool, positive
Fortune 500 companies react to SCOTUS affirmative action ruling,2023-06-29 00:00:00,https://news.google.com/articles/CBMifmh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8wNi8zMC9tYWpvci1jb21wYW5pZXMtY2Vvcy1yZWFjdC1zdXByZW1lLWNvdXJ0LWFmZnJtYXRpdmUtYWN0aW9uLWRlY2lzaW9uLW1pY3Jvc29mdC1zYWxlc2ZvcmNlLWdtLWhwL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Fortune, neutral
"Apple is now valued at $3 trillion, first public company hit that mark",2023-06-29 00:00:00,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9tb25leS9tYXJrZXRzLzIwMjMvMDYvMzAvYXBwbGUtMy10cmlsbGlvbi12YWx1YXRpb24tZmlyc3QtcHVibGljLWNvbXBhbnkvNzAzNzQ1MjYwMDcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,USA TODAY, positive
The rise and fall of Skype,2023-07-01 00:00:00,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDcvMDIvdGhlLXJpc2UtYW5kLWZhbGwtb2Ytc2t5cGUuaHRtbNIBQ2h0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIzLzA3LzAyL3RoZS1yaXNlLWFuZC1mYWxsLW9mLXNreXBlLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
"Exclusive: Microsoft faces EU antitrust probe after remedies fall short, sources say",2023-07-02 00:00:00,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvZXUtaW52ZXN0aWdhdGlvbi1pbnRvLW1pY3Jvc29mdC1saWtlbHktYWZ0ZXItcmVtZWRpZXMtZmFsbC1zaG9ydC1zb3VyY2VzLXNheS0yMDIzLTA3LTAzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, negative
What Happened at Microsoft's Activision Trial? A Peek Into the Gaming Industry,2023-07-02 00:00:00,https://news.google.com/articles/CBMigwFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvbmV3c2xldHRlcnMvMjAyMy0wNy0wMy93aGF0LWhhcHBlbmVkLWF0LW1pY3Jvc29mdC1zLWFjdGl2aXNpb24tdHJpYWwtYS1wZWVrLWludG8tdGhlLWdhbWluZy1pbmR1c3RyedIBAA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
The Most Accurate Weather Apps Right Now,2023-07-02 00:00:00,https://news.google.com/articles/CBMiQmh0dHBzOi8vdGltZS5jb20vNjI5MTQ3OS9tb3N0LWFjY3VyYXRlLXdlYXRoZXItZm9yZWNhc3QtYXBwcy0yMDIzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,TIME, neutral
U.S. plans to curb China companies access to cloud services,2023-07-03 00:00:00,https://news.google.com/articles/CBMidmh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8wNy8wNC9iaWRlbi1hZG1pbmlzdHJhdGlvbi1wbGFucy1jdXJiLWNoaW5hLWNvbXBhbmllcy1hY2Nlc3MtYW1hem9uLW1pY3Jvc29mdC1jbG91ZC1zZXJ2aWNlcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Fortune, negative
Microsoft India elevates key hands in top-level rejig,2023-07-03 00:00:00,https://news.google.com/articles/CBMie2h0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3RlY2hub2xvZ3kvbWljcm9zb2Z0LWluZGlhLWVsZXZhdGVzLWtleS1oYW5kcy1pbi10b3AtbGV2ZWwtcmVqaWcvYXJ0aWNsZXNob3cvMTAxNDY2NDAyLmNtc9IBf2h0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3RlY2hub2xvZ3kvbWljcm9zb2Z0LWluZGlhLWVsZXZhdGVzLWtleS1oYW5kcy1pbi10b3AtbGV2ZWwtcmVqaWcvYW1wX2FydGljbGVzaG93LzEwMTQ2NjQwMi5jbXM?hl=en-US&gl=US&ceid=US%3Aen,The Economic Times, neutral
"Microsoft to Join Apple in $3 Trillion Club by 2024, Analyst Says",2023-07-04 00:00:00,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmJhcnJvbnMuY29tL2FydGljbGVzL21pY3Jvc29mdC1zdG9jay1hcHBsZS0zLXRyaWxsaW9uLW1hcmtldC1jYXAtNDY3YjFkNDfSAVlodHRwczovL3d3dy5iYXJyb25zLmNvbS9hbXAvYXJ0aWNsZXMvbWljcm9zb2Z0LXN0b2NrLWFwcGxlLTMtdHJpbGxpb24tbWFya2V0LWNhcC00NjdiMWQ0Nw?hl=en-US&gl=US&ceid=US%3Aen,Barron's, positive
India's TCS to upskill 25000 engineers on Microsoft's Azure Open AI,2023-07-04 00:00:00,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvaW5kaWFzLXRjcy11cHNraWxsLTI1MDAwLWVuZ2luZWVycy1taWNyb3NvZnRzLWF6dXJlLW9wZW4tYWktMjAyMy0wNy0wNi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, positive
Microsoft will ride generative A.I. wave to $3T valuation: Morgan Stanley analysts,2023-07-05 00:00:00,https://news.google.com/articles/CBMiUGh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8wNy8wNi9taWNyb3NvZnQtYWktMy10cmlsbGlvbi12YWx1YXRpb24tbW9yZ2FuLXN0YW5sZXkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Fortune, positive
UK Regulator Has Uphill Battle on Microsoft and Activision,2023-07-05 00:00:00,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTA3LTA3L3VrLXJlZ3VsYXRvci1oYXMtdXBoaWxsLWJhdHRsZS1vbi1taWNyb3NvZnQtYW5kLWFjdGl2aXNpb27SAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, negative
Microsoft India president Anant Maheshwari resigns,2023-07-06 00:00:00,https://news.google.com/articles/CBMieGh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3RlY2hub2xvZ3kvbWljcm9zb2Z0LWluZGlhLXByZXNpZGVudC1hbmFudC1tYWhlc2h3YXJpLXJlc2lnbnMvYXJ0aWNsZXNob3cvMTAxNTc2NTM4LmNtc9IBfGh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3RlY2hub2xvZ3kvbWljcm9zb2Z0LWluZGlhLXByZXNpZGVudC1hbmFudC1tYWhlc2h3YXJpLXJlc2lnbnMvYW1wX2FydGljbGVzaG93LzEwMTU3NjUzOC5jbXM?hl=en-US&gl=US&ceid=US%3Aen,The Economic Times, negative
"Microsoft India president Anant Maheshwari steps down, COO gets elevated",2023-07-06 00:00:00,https://news.google.com/articles/CBMikAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL3RlY2gtdG9kYXkvdHJlbmRpbmcvc3RvcnkvbWljcm9zb2Z0LWluZGlhLXByZXNpZGVudC1hbmFudC1tYWhlc2h3YXJpLXN0ZXBzLWRvd24tY29vLWdldHMtZWxldmF0ZWQtMzg4NzczLTIwMjMtMDctMDfSAQA?hl=en-US&gl=US&ceid=US%3Aen,Business Today, neutral
AI seen fueling Microsoft to $3 trillion value in Morgan Stanley model,2023-07-07 00:00:00,https://news.google.com/articles/CBMijwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9haS1zZWVuLWZ1ZWxpbmctbWljcm9zb2Z0LXRvLTMtdHJpbGxpb24tdmFsdWUtaW4tbW9yZ2FuLXN0YW5sZXktbW9kZWwvYXJ0aWNsZXNob3cvMTAxNTU4NDkxLmNtc9IBkwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9haS1zZWVuLWZ1ZWxpbmctbWljcm9zb2Z0LXRvLTMtdHJpbGxpb24tdmFsdWUtaW4tbW9yZ2FuLXN0YW5sZXktbW9kZWwvYW1wX2FydGljbGVzaG93LzEwMTU1ODQ5MS5jbXM?hl=en-US&gl=US&ceid=US%3Aen,The Economic Times, positive
"In Battle With Microsoft, Google Bets on Medical AI Program to Crack Healthcare Industry",2023-07-08 00:00:00,https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaW4tYmF0dGxlLXdpdGgtbWljcm9zb2Z0LWdvb2dsZS1iZXRzLW9uLW1lZGljYWwtYWktcHJvZ3JhbS10by1jcmFjay1oZWFsdGhjYXJlLWluZHVzdHJ5LWJiN2MyZGI40gEA?hl=en-US&gl=US&ceid=US%3Aen,The Wall Street Journal, neutral
Microsoft's multibillion dollar acquisition of Activision Blizzard hangs in uncertainty: Who’s winning thi,2023-07-08 00:00:00,https://news.google.com/articles/CBMiywFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFnYXppbmVzL3BhbmFjaGUvbWljcm9zb2Z0cy1tdWx0aWJpbGxpb24tZG9sbGFyLWFjcXVpc2l0aW9uLW9mLWFjdGl2aXNpb24tYmxpenphcmQtaGFuZ3MtaW4tdW5jZXJ0YWludHktd2hvcy13aW5uaW5nLXRoaXMtZmlnaHQtZm9yLWdhbWluZy1kb21pbmFuY2UvYXJ0aWNsZXNob3cvMTAxNjA4OTczLmNtc9IBzwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFnYXppbmVzL3BhbmFjaGUvbWljcm9zb2Z0cy1tdWx0aWJpbGxpb24tZG9sbGFyLWFjcXVpc2l0aW9uLW9mLWFjdGl2aXNpb24tYmxpenphcmQtaGFuZ3MtaW4tdW5jZXJ0YWludHktd2hvcy13aW5uaW5nLXRoaXMtZmlnaHQtZm9yLWdhbWluZy1kb21pbmFuY2UvYW1wX2FydGljbGVzaG93LzEwMTYwODk3My5jbXM?hl=en-US&gl=US&ceid=US%3Aen,The Economic Times, negative
Microsoft Corporation (MSFT) Generated Strong Returns in Q2,2023-07-09 00:00:00,https://news.google.com/articles/CBMiWWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9taWNyb3NvZnQtY29ycG9yYXRpb24tbXNmdC1nZW5lcmF0ZWQtc3Ryb25nLTExMTgzNDE0MS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance, positive
Microsoft-Activision Trial Has Merger Arbitragers Glued to Court,2023-07-09 00:00:00,https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA3LTEwL21lcmdlci1hcmJpdHJhZ2Vycy1mbG9jay10by1jb3VydC10by1iZXQtb24tbWVnYS12aWRlby1nYW1lLWRlYWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
Microsoft Wins US Court Nod to Buy Activision in FTC Loss,2023-07-10 00:00:00,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA3LTExL21pY3Jvc29mdC13aW5zLXVzLWNvdXJ0LW5vZC10by1idXktYWN0aXZpc2lvbi1pbi1sb3NzLWZvci1mdGPSAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, positive
Is Microsoft Stock a Buy Now?,2023-07-10 00:00:00,https://news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA3LzExL2lzLW1pY3Jvc29mdC1zdG9jay1hLWJ1eS1ub3cv0gEA?hl=en-US&gl=US&ceid=US%3Aen,The Motley Fool, neutral
Microsoft (MSFT) Sacks 276 Employees in Fresh Round of Layoffs,2023-07-10 00:00:00,https://news.google.com/articles/CBMiUGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9taWNyb3NvZnQtbXNmdC1zYWNrcy0yNzYtZW1wbG95ZWVzLTE2MzkwMDc1OS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance, negative
"FTC Leaning Toward Appealing Microsoft-Activision (MSFT, ATVI) Court Loss",2023-07-10 00:00:00,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA3LTExL2Z0Yy1sZWFuaW5nLXRvd2FyZC1hcHBlYWxpbmctbWljcm9zb2Z0LWFjdGl2aXNpb24tbG9zc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, negative
Microsoft's deal to buy Call of Duty maker boosted by US judge,2023-07-10 00:00:00,https://news.google.com/articles/CBMiNGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9lbnRlcnRhaW5tZW50LWFydHMtNjYwOTkyMzDSAThodHRwczovL3d3dy5iYmMuY29tL25ld3MvZW50ZXJ0YWlubWVudC1hcnRzLTY2MDk5MjMwLmFtcA?hl=en-US&gl=US&ceid=US%3Aen,BBC.com, positive
Microsoft started a new round of layoffs in the US and abroad,2023-07-10 00:00:00,https://news.google.com/articles/CBMiO2h0dHBzOi8vcXouY29tL21pY3Jvc29mdC1sYXlvZmZzLTIwMjMtdXMtaXJlbGFuZC0xODUwNjI1NzQ50gEA?hl=en-US&gl=US&ceid=US%3Aen,Quartz, negative
"Chinese Hackers Breached Government Email Accounts, Microsoft Says",2023-07-10 00:00:00,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDcvMTEvdXMvcG9saXRpY3MvY2hpbmEtaGFjay11cy1nb3Zlcm5tZW50LW1pY3Jvc29mdC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, negative
Sony Drops in Wake of Ruling Favoring Microsoft-Activision Deal,2023-07-10 00:00:00,https://news.google.com/articles/CBMiTWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zb255LWRyb3BzLXdha2UtcnVsaW5nLWZhdm9yaW5nLTAyMjUyNjYyOS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance, negative
"Microsoft Bond Investors Approach Activision Deal With Caution (MSFT, ATVI)",2023-07-10 00:00:00,https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA3LTExL21pY3Jvc29mdC1ib25kLWludmVzdG9ycy1hcHByb2FjaC1hY3RpdmlzaW9uLWRlYWwtd2l0aC1jYXV0aW9u0gEA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
Court ruling changes the game for Microsoft's $75bn Activision deal,2023-07-10 00:00:00,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2VhMDgwMzQ4LTM0OWItNGZiMi1hMThkLTNiYTM1ZmFmZGRkONIBAA?hl=en-US&gl=US&ceid=US%3Aen,Financial Times, neutral
Fresh round of layoffs at Microsoft hits 276 employees: report,2023-07-10 00:00:00,https://news.google.com/articles/CBMiggFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vdGVjaC90ZWNobm9sb2d5L21pY3Jvc29mdC1sYXlzLW9mZi0yNzYtZW1wbG95ZWVzLWluLW5ldy1qb2ItY3V0LXJvdW5kLXJlcG9ydC9hcnRpY2xlc2hvdy8xMDE2NTg5NzkuY21z0gGGAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3RlY2hub2xvZ3kvbWljcm9zb2Z0LWxheXMtb2ZmLTI3Ni1lbXBsb3llZXMtaW4tbmV3LWpvYi1jdXQtcm91bmQtcmVwb3J0L2FtcF9hcnRpY2xlc2hvdy8xMDE2NTg5NzkuY21z?hl=en-US&gl=US&ceid=US%3Aen,The Economic Times, negative
